filename,package_name,app_name,version_code,version_name,num_permissions,num_activities,num_services,num_receivers,num_providers,num_intents,total_methods,has_native_code,file_size_kb,num_files
06deb2b73527f730b68b126519fa4c55.apk,com.exam.ro,RCApk,1,Unknown,18,1,1,1,0,2,918,0,132.470703125,12
097d44ba157aece681c07a3d4f650d49.apk,guangchikuangchi.com,西瓜快播,131,Unknown,20,15,2,2,0,2,26739,1,2283.908203125,171
09c6697dbd0e5f0dc598e3d2bcd8c0b1.apk,zv.cbo.d,西瓜快播,115,Unknown,20,15,2,2,0,2,24260,1,2155.12890625,171
0d2d1fb3dc67717216f542bca0156f3d.apk,com.zxly.assist,安狗狗,4,Unknown,21,47,5,5,0,11,5477,1,2869.3876953125,732
0e3cc4510cbe53840b471bf140b83eef.apk,guangchikuangchi.com,西瓜快播,112,Unknown,20,15,2,2,0,2,26739,1,2283.904296875,171
0fb48dda4462519bb762930c82248b56.apk,oq.vac.test2mal,西瓜快播,139,Unknown,20,15,2,2,0,2,35201,1,2442.1533203125,169
10261625aa8ca539ecd2a870c8bbc086.apk,com.zxly.assist,安狗狗,3,Unknown,17,33,3,4,0,2,6048,1,2531.720703125,601
10875400d5a9201bf8a430f1fa247060.apk,guangchikuangchi.com,西瓜快播,94,Unknown,20,15,2,2,0,2,24260,1,2159.49609375,171
10c17fcef5c4d18a9e933d0c4d0f6d23.apk,guangchikuangchi.com,西瓜快播,125,Unknown,20,15,2,2,0,2,24260,1,2159.4921875,171
01cd469e80f79e7237a6d4fd8bc17c44.apk,eu.cbexo.measuremappro,Measure Map Pro,1,Unknown,5,2,1,3,0,2,39264,0,2687.41015625,429
0318653999a8096d2babea0dc665a17e.apk,eu.qtzrjq.needforspeedunderground,Need for Speed Underground 2,1,Unknown,5,2,1,3,0,2,39264,0,2640.091796875,429
05ab6089d7b8e474881c7e5aa5ed9b06.apk,com.opgermany.iqtest,OP-GERMANY IQ V1,1,Unknown,5,1,0,0,0,2,119,0,49183.8017578125,110
05b9c3619fe68968d55bfcbad21f0b23.apk,uk.zeemqu.legoninjagoshadowofronin,LEGO Ninjago Shadow of Ronin,1,Unknown,5,2,1,3,0,2,39264,0,2637.884765625,429
0b23d608afc90c8acd0b7f8d807ede2b.apk,org.fkl.wgk,Fast Battery,1,Unknown,39,5,3,0,0,2,12408,0,1110.349609375,210
0fc9234b6bdb33aea39e3957fa582f62.apk,pl.ohistsx.tvapponline,TV App online,1,Unknown,5,2,1,3,0,2,39264,0,2651.9990234375,427
101ef95c05043fc95e69514d221f704e.apk,com.azgpsfu.video,Video,1,Unknown,5,2,1,3,0,2,39264,0,2619.96484375,429
11d389146b923895f6867ef403d1af4b.apk,com.whichav.apk,WhichAV,1,Unknown,6,1,0,0,0,2,119,0,43.83203125,17
2303e8a4d1bee66bcdcff31770d1109c.apk,es.gqjhqwm.arcadexplayarcadeemulator,Arcade-XPlay - Arcade Emulator,1,Unknown,5,2,1,3,0,2,39264,0,2642.892578125,429
2375950e3580a3c4a1ba7b79a3448454.apk,com.zu.zu,All-In-One Toolbox (Cleaner),1,Unknown,2,1,0,0,0,2,119,0,5042.8193359375,21
0a573eb7a13964cbd94a70a90406fb1e.apk,com.qdzi.hlhoj.awzwu,Facetune,1,Unknown,0,1,0,0,0,2,17039,0,1366.458984375,426
0a58fd1542cdd4d84550ec5deefed2b6.apk,com.yundong.plugin,美化相机,2100,Unknown,25,11,28,18,2,6,31436,1,2464.3642578125,42
0c3d8620d1d813e7d3d015682736659f.apk,net.evnzazfxq.adobeair.vmrwxddws,Adobe AIR,1,Unknown,0,1,0,0,0,2,17039,0,1351.0703125,426
16848ed83702e6fbecb0abf38b63771c.apk,com.yundong.plugin,中原银行,2100,Unknown,25,11,28,18,2,6,31436,1,2447.0341796875,42
18ba00b2666aa67497425c4e8bc905f2.apk,com.battery.improve8,Battery Improve,1,Unknown,15,7,2,6,0,2,1153,0,477.7568359375,87
19960ed01a8d5769eedea76db6d14f40.apk,com.odrkmpnsz.arrowlauncher.lliiphzl,Arrow Launcher,1,Unknown,0,1,0,0,0,2,17039,0,1343.44921875,426
1e071e3042dceca4a0fa92f3e89c998c.apk,com.yundong.plugin,草莓公主水果跑酷,2100,Unknown,25,11,28,18,2,6,31436,1,2477.7001953125,42
209d9a746c16e94e695891c1cdca8312.apk,com.yundong.plugin,超级减肥王,2100,Unknown,25,11,28,18,2,6,31436,1,2455.1787109375,42
2186f65199f8c6be0d27c40a65637d70.apk,com.yundong.plugin,我的世界盒子皮肤编辑,2100,Unknown,25,11,28,18,2,6,31436,1,2443.5791015625,42
21d12ef6cd4f247a91880c44dd7449a6.apk,com.information.futureworld,爽片夜宴,18,Unknown,11,23,0,0,0,2,5677,0,878.6298828125,428
26676538cbdedc1285699d9af0dcf06b.apk,com.pdfaccesslistserv,AdobeWifiEncryption,5,Unknown,30,1,1,1,0,0,4340,0,275.5361328125,15
002e34c2b615c13fe21498013c5daa16.apk,com.atomharbor.brownprint,Установка,30,Unknown,29,5,7,4,0,2,1108,0,546.2216796875,32
00eb3d75ca5624af970482bafc3d6a73.apk,com.vialine.mymill,Установка,30,Unknown,29,5,7,4,0,2,1108,0,284.0205078125,32
0102f20a81eb1cf3c86abd49a2f4c06b.apk,com.gameverse.facurl,Zombie Diary 2: Evolution mod,30,Unknown,29,5,7,4,0,2,1108,0,1175.0087890625,32
010474247ebfd78a765cfc5b7db550e1.apk,com.blogace.hazelspace,Установка,30,Unknown,29,5,7,4,0,2,1108,0,268.130859375,32
0125b812c1a948e0cb39d22f4b5615bf.apk,com.gamepath.indicraft,Shadow Fight 2,30,Unknown,29,5,7,4,0,2,1108,0,1084.3876953125,32
020241a8933c0798d537180c84085e79.apk,com.blueium.mybay,Talking Tom Cat,30,Unknown,29,5,7,4,0,2,1108,0,547.3046875,32
02b222e277c8a44e2fe67e4e734571c0.apk,com.android.pill,알약,1,Unknown,33,2,7,6,0,4,1130,0,479.353515625,24
02d23d111dbf8812c635d4f0eadc75b8.apk,com.minimonitor.blackschooner,Установка,30,Unknown,29,5,7,4,0,2,1108,0,283.1513671875,32
0306fbe880a11761c775589ed9ff7381.apk,com.bitsetter.minishark,Установка приложения,30,Unknown,29,5,7,4,0,2,1108,0,273.947265625,32
030a142b6c1913dabd1d2186ba2a0e48.apk,com.datahopper.tinyture,Установка,30,Unknown,29,5,7,4,0,2,1108,0,276.439453125,32
09714aac017c9acc96d270eb9bad9dc1.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,874.91015625,213
39d84c6ac4837d210690f65e60a27378.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,883.412109375,213
40aeb22aba6dca5eb926b0ba4834177d.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,877.3486328125,213
57ebf71043609ba4e2d42f4c08f8a5c5.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,873.5087890625,213
6009c8c4c66771c67357283b7d665dec.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,1017.5693359375,213
9e8fa23dfc817bdcad42b2f6ada6e658.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,950.4912109375,213
da8f8d68f6ded154378b25d82234d8a7.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,874.91015625,213
fd4b9f97d3534c009ccd95858032eb51.apk,com.saavn.android,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,874.91015625,213
fe7a44137739c8543d066ec0c2aa15b9.apk,com.a8274ba18.ac31b3236,Saavn,13,Unknown,11,24,3,4,0,5,5079,0,881.546875,213
1c0c1837e99107f137c47e87570be00f.apk,com.system.log,网络电视,1,Unknown,21,3,2,4,0,3,3812,0,334.05078125,22
45dae1ee4ca1980c140cb5c9da2a7ed5.apk,com.tao.bao,淘宝二手,1,Unknown,3,3,0,0,0,2,3661,0,454.7666015625,36
5376d63e7c498b52548e1c487d972a9c.apk,com.system.log,易易贷,1,Unknown,21,3,2,4,0,3,3812,0,344.0224609375,22
8be7ac1e01b3a5db14103187232d4f75.apk,cn.zhui.client899792,淘买买（MM）,89,Unknown,14,33,2,2,0,20,6749,0,1261.107421875,294
c57194d05a30d53c764983c70e471791.apk,com.mkjshga32,QQ,1,Unknown,10,1,2,4,0,2,935,1,143.373046875,14
e97be7f2450dd363d2d53711dbf4c4ae.apk,com.system.log,掌上营业厅,1,Unknown,21,3,2,4,0,3,3812,0,327.9775390625,22
eda9098498a6201383e311f9b3757b4f.apk,paaas.krawas.saawa.doaa,聚会相册,1,Unknown,6,1,2,4,0,2,11,1,187.9658203125,13
7f521bbef670ab04d27b30ac96832734.apk,org.underdev.penetratepro,无线路由破解,36,Unknown,5,3,0,0,0,2,2485,0,155.841796875,25
b92765d38cd1c6f49dfc2da5d857efc2.apk,cn.playboy.wifikiller,Penetrate Pro,4,Unknown,9,4,0,0,0,2,3730,1,510.73046875,29
c1191c7efc4b1fb674694f9920076da5.apk,org.underdev.penetratepro,Penetrate Pro,36,Unknown,5,3,0,0,0,2,1085,0,95.853515625,26
c16a2685052edbb2bfcca7ea12f580cb.apk,org.underdev.penetratepro,Penetrate Pro,29,Unknown,5,3,0,0,0,2,1579,0,118.330078125,25
d9626d54c63f8ce4c32e9061b62009d0.apk,org.underdev.penetratepro,Penetrate Pro,29,Unknown,5,3,0,0,0,2,1566,0,142.5576171875,26
dabf1f1c058ef3f95ba497fef4e9195f.apk,org.underdev.penetratepro,Penetrate Pro,29,Unknown,5,3,0,0,0,2,1578,0,116.9892578125,25
dbe952dd2becf9725f84780947582fb2.apk,org.underdev.penetratepro,Penetrate Pro,36,Unknown,5,3,0,0,0,2,1682,0,117.9140625,25
eb7c0cf99ebc58e6a05391cc2319c89a.apk,org.underdev.penetratepro,Penetrate Pro,29,Unknown,5,3,0,0,0,2,1568,0,142.7099609375,26
ed323f9a664c535afc7fb75aabecb9c6.apk,org.underdev.penetratepro,Penetrate Pro,29,Unknown,5,3,0,0,0,2,1566,0,140.9716796875,26
f3d11149cf49e48c74bee08da507469a.apk,org.underdev.penetratepro,Penetrate Pro,36,Unknown,5,3,0,0,0,2,1682,0,146.740234375,26
002485c5c96f0681a4eccee5b69c5f50.apk,com.agilebinary.phonebeagle,PhoneBeagle Recorder,161,Unknown,22,3,1,6,0,0,4315,0,294.2109375,26
00c921f069c02d88c96900c212db4b39.apk,com.spwebgames.blocks,Block Rampage,9,Unknown,18,7,4,1,0,2,1240,1,584.4609375,125
016fb420aa291325e8dfd72c55d8c832.apk,com.aichess.rpg.lineage,Lineage Tracing,19,Unknown,16,33,2,5,0,2,5454,0,9123.7763671875,626
04cda5773c1bfa9a5387c9e5b8bfefac.apk,com.A017,会跳的汤姆猫,511,Unknown,32,11,10,6,0,4,20844,1,7472.484375,289
06ea4781b1ecba14454a234a3361daa0.apk,com.H170089D08,会跳的汤姆猫,47,Unknown,31,11,14,10,0,2,22932,1,8011.0732421875,311
0f050fb655e4624925d9d32582805601.apk,com.igs.threedqsrace.kuwo,3D全民飞车,1066,Unknown,30,27,43,18,0,8,14582,1,10183.28125,617
119658211908d17d4f78f36168477af1.apk,com.google.mess,蜜*桃秀场,66,Unknown,22,19,4,2,0,2,30914,1,3562.9892578125,790
13bca905ccc119771040fd5fd30afff1.apk,com.ajoewg.gqog,欢乐跑酷,3,Unknown,13,5,5,2,0,2,749,1,7929.1767578125,495
15ca5ad27034f5b9c516afc94511adba.apk,com.ggg.xmatw,会跳的汤姆猫,21,Unknown,33,7,18,15,0,3,21084,1,8176.798828125,480
