filename,package_name,app_name,version_code,version_name,num_permissions,num_activities,num_services,num_receivers,num_providers,num_intents,total_methods,has_native_code,file_size_kb,num_files
air.G2JCuteBoySwimmingEscape.apk,air.G2JCuteBoySwimmingEscape,Cute Boy Swimming Escape,1000000,Unknown,6,2,1,1,0,2,20752,1,15929.962890625,47
air.G2JSmallBoyFactoryEscape3.apk,air.G2JSmallBoyFactoryEscape3,Small Boy Factory Escape 3,1000000,Unknown,1,2,0,0,0,2,20406,1,15337.5498046875,40
air.G2JValentineRoseEscape2017.apk,air.G2JValentineRoseEscape2017,Valentine Rose Escape 2017,1000000,Unknown,1,2,0,0,0,2,20406,1,16112.5126953125,40
air.im.phantom.earthquakes.apk,air.im.phantom.earthquakes,Earthquakes,1000000,Unknown,1,1,0,0,1,2,3825,1,13712.5009765625,42
air.nn.mobile.app.main.apk,air.nn.mobile.app.main,NeuroNation,2015040,Unknown,11,5,6,8,1,4,23714,1,26185.525390625,619
air.u.live.video.chat.apk,air.u.live.video.chat,U LIVE,400043003,Unknown,28,12,5,6,2,8,48373,1,26695.4326171875,2010
air.uk.co.bbc.android.mediaplayer.apk,air.uk.co.bbc.android.mediaplayer,BBC Media Player,3001010,Unknown,5,1,1,1,0,3,3988,1,12852.822265625,74
ak.alizandro.smartaudiobookplayer.apk,ak.alizandro.smartaudiobookplayer,Smart AudioBook Player,14252,Unknown,6,16,4,5,0,2,23001,1,4759.87890625,769
ali.coupon.code.sale.all.apk,ali.coupon.code.sale.all,Coupons Ali,1,Unknown,2,2,1,2,1,2,31369,0,2895.3828125,485
andrewgilman.dartsscoreboard.apk,andrewgilman.dartsscoreboard,Darts Scoreboard,14084,Unknown,2,29,0,0,0,2,20692,0,2474.7939453125,902
anton.kets.despicableme.apk,anton.kets.despicableme,Guide Despicable Me,1,Unknown,2,11,1,1,0,2,43987,0,4068.443359375,508
anxiety.symptoms.treatment.apk,anxiety.symptoms.treatment,Anxiety Symptoms + Treatment,3,Unknown,4,2,0,0,0,2,3153,1,2572.4091796875,125
aplicacion.tiempo.apk,aplicacion.tiempo,Weather 14 days,212,Unknown,9,20,3,18,3,9,38895,0,8760.6044921875,1827
app.medicalid.free.apk,app.medicalid.free,Medical ID (free),65,Unknown,8,13,3,4,2,2,28369,0,4878.658203125,1316
app.qrcode.apk,app.qrcode,QR Scanner,33,Unknown,12,17,7,10,1,2,37287,0,3087.80859375,598
app.zenly.locator.apk,app.zenly.locator,Zenly,1198,Unknown,20,21,6,7,5,5,38196,0,12979.947265625,2679
apptrends.love_photo_frames_hd_and_love_greetings.apk,apptrends.love_photo_frames_hd_and_love_greetings,Love Photo Frames HD,4,Unknown,4,20,1,1,0,12,28812,0,11311.41015625,953
at.reebekili.fbutton.apk,at.reebekili.fbutton,Fart Button,3,Unknown,2,2,0,0,0,2,11078,0,1314.275390625,359
au.com.angryrobot.wikicamps.apk,au.com.angryrobot.wikicamps,WikiCamps AU,74,Unknown,13,37,0,0,1,71,46503,0,9648.984375,1191
au.com.tapstyle.apk,au.com.tapstyle,TapStyle,296,Unknown,19,64,5,4,2,8,43795,1,9280.4150390625,1325
aviaseller.su.apk,aviaseller.su,Aviaseller,29,Unknown,6,4,3,4,1,4,46620,0,8785.708984375,1322
baby.com.BabyBigMouth.apk,baby.com.BabyBigMouth,Baby Big Mouth,3,Unknown,3,4,0,0,0,2,28326,0,2660.201171875,354
baby.com.CKNToys.apk,baby.com.CKNToys,CKN Toys,3,Unknown,3,4,0,0,0,2,28326,0,2528.408203125,354
baby.com.CrazyFunKids.apk,baby.com.CrazyFunKids,Crazy Fun Kids,2,Unknown,3,4,0,0,0,2,28326,0,2642.302734375,354
baby.com.DisneyCarToys.apk,baby.com.DisneyCarToys,DisneyCarToys,2,Unknown,3,4,0,0,0,2,29205,0,2693.7275390625,355
baby.com.FunToyzCollector.apk,baby.com.FunToyzCollector,FunToyzCollector,3,Unknown,3,4,0,0,0,2,28326,0,2501.923828125,354
baby.com.Kiddyzuzaa.apk,baby.com.Kiddyzuzaa,Kiddyzuzaa,2,Unknown,3,4,0,0,0,2,28326,0,2477.216796875,354
baby.com.KidsandToys.apk,baby.com.KidsandToys,Kids andToys,2,Unknown,3,4,0,0,0,2,28326,0,2621.291015625,354
baby.com.KidsSurpriseFun.apk,baby.com.KidsSurpriseFun,KidsSurpriseFun,4,Unknown,3,4,0,0,0,2,28326,0,2496.3173828125,356
baby.com.kidsToysReview.apk,baby.com.kidsToysReview,kidsToysReview,2,Unknown,3,4,0,0,0,2,28326,0,2602.794921875,354
baby.com.SurpriseCollector.apk,baby.com.SurpriseCollector,Surprise Collector,2,Unknown,3,4,0,0,0,2,28326,0,2567.873046875,354
baby.com.ToysToSee.apk,baby.com.ToysToSee,KidsToysToSee,3,Unknown,3,4,0,0,0,2,28326,0,2559.544921875,354
basic.guru.gforms.apk,basic.guru.gforms,Forms,11,Unknown,6,7,4,4,1,2,40455,0,3086.4619140625,615
bbc.mobile.news.ww.apk,bbc.mobile.news.ww,BBC News,107106,Unknown,10,24,13,8,3,7,74335,0,14891.294921875,1799
berkah25com.guideforroblox.guideforroblox.apk,berkah25com.guideforroblox.guideforroblox,Guide for Roblox,1,Unknown,3,9,0,0,0,2,30105,0,2665.845703125,512
bible.bibleverse.bibleverses.biblia.holywrit.scripture.verse.devotion.apk,bible.bibleverse.bibleverses.biblia.holywrit.scripture.verse.devotion,My Bible,1035,Unknown,11,32,8,12,1,8,33962,1,6516.4677734375,993
bible.bibleverse.biblia.bibleverses.scripture.holywrit.verse.devotion.apk,bible.bibleverse.biblia.bibleverses.scripture.holywrit.verse.devotion,Bible,1189,Unknown,12,39,8,12,1,8,34785,1,6798.2412109375,1075
bibleverses.bibleverse.bible.biblia.verse.devotion.apk,bibleverses.bibleverse.bible.biblia.verse.devotion,Bible,266,Unknown,14,63,19,16,2,4,77020,1,11042.7822265625,1514
biz.bookdesign.librivox.apk,biz.bookdesign.librivox,LibriVox,115,Unknown,7,22,9,6,2,5,40584,0,4521.20703125,1445
bpst.met.sharinganlockscreen.apk,bpst.met.sharinganlockscreen,Sharingan LockScreen,6,Unknown,8,4,2,1,0,2,414,0,1389.5810546875,64
br.com.escolhatecnologia.vozdonarrador.apk,br.com.escolhatecnologia.vozdonarrador,Voice of the Narrator,3000802,Unknown,20,5,6,7,0,2,43454,1,25073.919921875,430
br.com.gerenciadorfinanceiro.controller.apk,br.com.gerenciadorfinanceiro.controller,Mobills Personal Finances,210,Unknown,30,101,10,25,4,11,79595,1,10469.5234375,2345
br.com.ridsoftware.shoppinglist.apk,br.com.ridsoftware.shoppinglist,SoftList,68,Unknown,10,46,9,2,2,4,37257,0,7110.3291015625,1512
br.com.tapps.myderp.apk,br.com.tapps.myderp,My Derp,104,Unknown,10,31,9,11,2,6,94976,1,42014.185546875,1128
br.gov.caixa.fgts.trabalhador.apk,br.gov.caixa.fgts.trabalhador,FGTS,4,Unknown,12,2,2,1,0,2,32211,1,8621.466796875,75
browser.flowers2.apk,browser.flowers2,Browser Flowers,1,Unknown,6,40,10,3,1,5,59222,0,4140.55859375,464
business.card.maker.scopic.apk,business.card.maker.scopic,BusinessCard Maker,15,Unknown,7,8,3,3,1,2,19636,0,25359.2626953125,1351
ca.autotrader.userapp.apk,ca.autotrader.userapp,autoTRADER,189,Unknown,17,65,16,9,2,12,111272,1,22034.63671875,1581
ca.bellmedia.cravetv.apk,ca.bellmedia.cravetv,CraveTV,1240912,Unknown,12,10,7,6,2,7,58133,1,39919.0595703125,1507
ca.blood.giveblood.apk,ca.blood.giveblood,GiveBlood,23,Unknown,13,24,4,3,2,8,68865,0,13750.5205078125,1522
ca.cahrc_ccrha.cyff.apk,ca.cahrc_ccrha.cyff,CYFF,208,Unknown,17,3,3,2,1,2,19695,0,2199.4228515625,251
ca.capitalone.enterprisemobilebanking.apk,ca.capitalone.enterprisemobilebanking,Capital One Canada,1612071134,Unknown,11,17,3,4,1,5,40811,0,30018.841796875,1756
ca.coba.scolarit.lionelgroulx.apk,ca.coba.scolarit.lionelgroulx,Collège Lionel-Groulx,38,Unknown,9,18,5,6,2,4,61123,1,16957.638671875,1276
ca.com.dealmoon.android.apk,ca.com.dealmoon.android,Dealmoon-CA,101,Unknown,20,123,2,1,1,8,88806,1,13609.822265625,2062
ca.crea.realtor.apk,ca.crea.realtor,REALTOR.ca,2051,Unknown,12,24,0,0,0,8,71733,0,19032.087890625,1319
ca.dominospizza.apk,ca.dominospizza,Domino's,136,Unknown,12,42,10,6,1,12,52039,1,18031.8095703125,1673
ca.geoactivity.geoactivityrigs.MobilePro.apk,ca.geoactivity.geoactivityrigs.MobilePro,Rigs PRO,29,Unknown,5,1,0,0,0,2,1646,0,4525.9150390625,249
ca.indigo.apk,ca.indigo,Indigo,42,Unknown,21,33,15,9,2,6,94114,1,14197.447265625,1683
ca.insuranceinstitute.iicmobile.apk,ca.insuranceinstitute.iicmobile,IICMobile,36,Unknown,5,16,7,1,2,2,50057,0,4995.2529296875,602
ca.lapresse.android.lapressemobile.apk,ca.lapresse.android.lapressemobile,LP Mobile,20161115,Unknown,8,40,8,7,1,8,33768,0,7608.2666015625,1561
ca.manulife.android.apk,ca.manulife.android,Group Benefits Mobile,2,Unknown,6,1,0,0,0,2,5002,0,260.1806640625,13
ca.markham.accessmarkham.apk,ca.markham.accessmarkham,City of Markham,2016020101,Unknown,14,2,2,1,0,2,34574,1,8016.7431640625,324
ca.mississauga.roads.apk,ca.mississauga.roads,Roads,2014071714,Unknown,8,4,0,1,0,2,20495,0,1376.4072265625,115
ca.save.m.apk,ca.save.m,Save.ca,99,Unknown,20,15,3,4,0,21,62984,1,23398.6513671875,1434
ca.tsn.mobile.android.apk,ca.tsn.mobile.android,TSN GO,260,Unknown,17,40,7,6,2,8,60115,1,21745.873046875,2343
ca.weddingwire.launcher.apk,ca.weddingwire.launcher,WeddingWire,53,Unknown,14,8,3,2,1,5,19986,1,4608.052734375,1042
ca.windmobile.selfcare.prod.apk,ca.windmobile.selfcare.prod,My Account,148,Unknown,7,4,4,2,1,3,25678,0,6458.533203125,237
call.harley.quinn.apk,call.harley.quinn,harley quin call,1,Unknown,4,4,0,0,0,2,47324,0,3781.2578125,276
cc.dreamspark.intervaltimer.apk,cc.dreamspark.intervaltimer,Interval Timer,101000,Unknown,4,3,1,0,0,2,10465,0,677.212890625,107
cc.pacer.androidapp.apk,cc.pacer.androidapp,Pacer,2017012800,Unknown,15,104,8,9,1,17,74329,1,12499.6884765625,2946
cgeo.geocaching.apk,cgeo.geocaching,c:geo,20170207,Unknown,6,40,1,0,1,34,41183,0,7192.4912109375,1381
ch.protonmail.android.apk,ch.protonmail.android,ProtonMail,279,Unknown,12,31,8,8,2,5,37999,1,15364.04296875,1727
chumob.valentine.photo.frames.apk,chumob.valentine.photo.frames,Valentine Photo Frames,1,Unknown,6,22,2,1,1,5,60547,1,21302.9541015625,1448
cm.confide.android.apk,cm.confide.android,Confide,203,Unknown,14,43,2,2,0,0,48324,1,16511.0224609375,1778
cmsecurity.applock.theme.flower.apk,cmsecurity.applock.theme.flower,flower,10001078,Unknown,6,2,1,2,1,4,620,1,1779.5107421875,45
cmsecurity.applock.theme.golddiamond.apk,cmsecurity.applock.theme.golddiamond,Golddiamond,10001079,Unknown,6,2,1,2,1,4,620,1,1255.166015625,45
cmsecurity.applock.theme.metalbutterfly.apk,cmsecurity.applock.theme.metalbutterfly,metalbutterfly,10001084,Unknown,6,2,1,2,1,4,620,1,1867.609375,45
cmsecurity.applock.theme.triangletech.apk,cmsecurity.applock.theme.triangletech,triangletech,10001083,Unknown,6,2,1,2,1,4,620,1,1886.4619140625,45
cmsecurity.applock.theme.valentineshearts.apk,cmsecurity.applock.theme.valentineshearts,valentineshearts,10001076,Unknown,6,2,1,2,1,4,620,1,1499.548828125,45
cn.wps.moffice_eng.apk,cn.wps.moffice_eng,WPS Office,178,Unknown,11,240,19,7,2,47,242502,1,30934.8974609375,5939
cn.xiaochuankeji.tieba.apk,cn.xiaochuankeji.tieba,最右,25910,Unknown,17,62,2,2,0,5,47247,1,9915.75390625,864
co.bitx.android.wallet.apk,co.bitx.android.wallet,Luno,382,Unknown,14,20,10,8,2,11,53827,1,8058.1435546875,1922
co.gotitapp.android.apk,co.gotitapp.android,got it!,26,Unknown,11,18,3,2,2,9,42720,1,17902.4423828125,1002
co.ifwe.hi5.live.apk,co.ifwe.hi5.live,WeChill,88,Unknown,29,54,5,5,1,3,79127,1,22258.4443359375,1775
codematics.universal.tv.remote.control.apk,codematics.universal.tv.remote.control,   Universal TV Remote,36,Unknown,11,149,10,6,1,7,47627,0,7141.9736328125,1789
com.aadhk.restpos.apk,com.aadhk.restpos,W&O POS,255,Unknown,19,70,8,5,1,2,49112,1,10257.7880859375,1966
com.aadhk.time.apk,com.aadhk.time,Timesheet,93,Unknown,5,26,5,1,0,8,14028,1,7572.2392578125,675
com.aadhk.woinvoice.apk,com.aadhk.woinvoice,Invoice Simple,2000599,Unknown,12,51,4,4,1,8,49435,1,12941.53515625,1901
com.abaenglish.videoclass.apk,com.abaenglish.videoclass,ABA English,114,Unknown,11,41,5,12,2,3,63925,1,31583.2587890625,1341
com.abbyy.mobile.lingvo.market.apk,com.abbyy.mobile.lingvo.market,ABBYY Lingvo,119,Unknown,10,24,10,4,2,13,38854,1,34699.6005859375,1524
com.ac.photo.frames.valentines.apk,com.ac.photo.frames.valentines,photo frame Valentines day,1,Unknown,7,7,0,0,0,2,46802,0,11023.0576171875,679
com.ace.securityplus.apk,com.ace.securityplus,Ace Security plus,413,Unknown,56,63,14,12,3,2,55794,1,7609.17578125,1333
com.acer.ccd.apk,com.acer.ccd,Acer Portal,3942002,Unknown,19,16,6,5,1,10,55410,1,8592.7421875,906
com.aceviral.smashycity.apk,com.aceviral.smashycity,Smashy City,26,Unknown,5,15,0,2,1,2,61429,1,33962.193359375,761
com.acmeaom.android.myradar.apk,com.acmeaom.android.myradar,MyRadar,188,Unknown,12,17,13,15,2,3,53976,1,26101.046875,1848
com.active.aps.meetmobile.apk,com.active.aps.meetmobile,Meet Mobile,90,Unknown,12,4,2,2,2,5,42522,0,4977.0732421875,1206
com.actmobile.dashvpn.apk,com.actmobile.dashvpn,DashVPN,3030,Unknown,11,49,11,4,0,5,65049,1,13720.685546875,490
com.actualsoftware.faxfile.apk,com.actualsoftware.faxfile,FaxFile,5772,Unknown,12,22,8,6,2,13,22247,0,2664.560546875,699
com.adamapps.tipsforspidermangames.apk,com.adamapps.tipsforspidermangames,Tips The Amazing Spider-Man 2,3,Unknown,5,5,0,0,0,2,8257,0,1936.140625,138
com.adamapps.tipsforsupermario.guide.apk,com.adamapps.tipsforsupermario.guide,Tips for Super Mario,2,Unknown,5,5,0,0,0,2,8257,0,1113.06640625,138
com.adamrocker.android.input.simeji.global.sticker.ugh.top.apk,com.adamrocker.android.input.simeji.global.sticker.ugh.top,UGH Emoji Keyboard for Facemoji,3,Unknown,5,3,0,4,0,2,28352,1,5707.4912109375,529
com.adhoclabs.burner.apk,com.adhoclabs.burner,Burner,449,Unknown,31,45,11,9,6,17,115561,1,23137.1572265625,4042
com.adi.dev.java.android.wallpaper.live.analogclock.apk,com.adi.dev.java.android.wallpaper.live.analogclock,Adi Analog Clock Live Wallpaper,10,Unknown,1,1,1,0,0,0,345,0,71.8955078125,14
com.adobe.air.apk,com.adobe.air,Adobe AIR,24020180,Unknown,8,15,8,9,0,21,80215,1,21476.30078125,1305
com.adobe.reader.apk,com.adobe.reader,Adobe Acrobat,149548,Unknown,5,19,3,3,1,9,36550,1,12489.8173828125,1382
com.adpog.diary.apk,com.adpog.diary,Diary,49,Unknown,5,29,0,2,0,3,10378,0,2297.3408203125,660
com.adultswim.apps.now.apk,com.adultswim.apps.now,[adult swim],1607131117,Unknown,14,4,1,3,0,6,72029,1,42565.6376953125,1841
com.aerilys.acr.android.apk,com.aerilys.acr.android,Astonishing Comic Reader,94,Unknown,10,18,2,1,0,11,48730,0,5152.9833984375,1081
com.afkettler.earth.apk,com.afkettler.earth,Earth&Moon,9,Unknown,0,2,1,1,0,3,2233,1,14391.68359375,127
com.afl.psychicslive.view.apk,com.afl.psychicslive.view,Psychics Live TV,32,Unknown,10,41,4,6,0,2,45591,1,9037.111328125,1232
com.agus.cnd.calendar.apk,com.agus.cnd.calendar,Canada Calendar,26,Unknown,6,7,1,2,0,2,16288,0,2252.9794921875,573
com.airasia.mobile.apk,com.airasia.mobile,AirAsia,2037,Unknown,17,31,6,4,1,0,57533,1,23915.1806640625,1089
com.airbnb.android.apk,com.airbnb.android,Airbnb,150302,Unknown,19,75,11,6,2,45,46942,0,12224.130859375,1873
com.airmiles.apk,com.airmiles,AIR MILES,827,Unknown,21,45,10,13,2,9,76563,0,12564.9990234375,1193
com.airmiles.loadandgo.apk,com.airmiles.loadandgo,Load + Go,7,Unknown,9,22,3,4,1,12,35618,1,11163.869140625,1290
com.airsenze.bchighways.apk,com.airsenze.bchighways,BC Highways,11,Unknown,5,11,0,0,0,2,37516,0,3434.833984375,651
com.airwatch.email.apk,com.airwatch.email,Inbox,376,Unknown,37,73,46,22,9,69,86059,1,18526.7548828125,2491
com.airwaysnews.airwaysmagazine.apk,com.airwaysnews.airwaysmagazine,Airways Magazine,3,Unknown,5,7,3,1,0,2,16240,1,3630.123046875,215
com.alarm.alarmmobile.android.apk,com.alarm.alarmmobile.android,Alarm.com,84,Unknown,18,7,4,3,0,2,38090,1,37926.4287109375,1115
com.alarmclock.xtreme.free.apk,com.alarmclock.xtreme.free,Alarm Clock Xtreme Free,198109,Unknown,12,20,5,14,1,4,36585,0,7796.103515625,1472
com.aldiko.android.apk,com.aldiko.android,Aldiko,300053,Unknown,7,51,5,4,3,11,62977,1,15543.400390625,1437
com.aleskovacic.messenger.apk,com.aleskovacic.messenger,Messenger,64,Unknown,12,20,7,6,2,2,75480,0,11663.6337890625,2465
com.alibaba.aliexpresshd.apk,com.alibaba.aliexpresshd,AliExpress,163,Unknown,17,117,12,8,2,13,87476,1,17614.646484375,5021
com.alibaba.intl.android.apps.poseidon.apk,com.alibaba.intl.android.apps.poseidon,Alibaba.com,76,Unknown,24,162,22,13,4,28,130152,1,21089.8662109375,2799
com.alidevebakan.alihdcamerapro.apk,com.alidevebakan.alihdcamerapro,HD Camera 2017,2,Unknown,8,6,2,3,1,4,57461,0,5320.1669921875,793
com.alifesoftware.stocktrainer.apk,com.alifesoftware.stocktrainer,Stock Trainer,100,Unknown,9,64,3,5,2,2,110044,1,19162.5029296875,1655
com.allmyelegance.GlitterWallpapers.apk,com.allmyelegance.GlitterWallpapers,Glitter wallpaper,2,Unknown,8,8,0,0,0,2,24784,0,2838.349609375,615
com.alltrails.alltrails.apk,com.alltrails.alltrails,AllTrails,4331,Unknown,15,44,12,8,1,5,95751,1,26777.0849609375,1838
com.alpha3hello.VV.apk,com.alpha3hello.VV,Hello Alpha 3,1,Unknown,2,10,0,0,0,2,18460,0,2972.9951171875,826
com.alpinereplay.android.apk,com.alpinereplay.android,Trace Snow,101702111,Unknown,14,15,10,4,1,23,78899,1,39288.609375,921
com.alvinagomes.sixpackabsphotoeditor.apk,com.alvinagomes.sixpackabsphotoeditor,Six Pack Abs Photo Editor,2,Unknown,3,22,0,0,0,2,34416,0,17789.6826171875,831
com.alzex.finance.apk,com.alzex.finance,Alzex Finance,53,Unknown,2,41,0,0,1,5,35777,1,19885.876953125,4408
com.amaxlwps.coralfish.apk,com.amaxlwps.coralfish,Coral Fish Live Wallpaper,2,Unknown,2,3,1,1,0,2,55316,0,13786.3505859375,410
com.amaxlwps.ocean3d.apk,com.amaxlwps.ocean3d,3D Ocean Live Wallpaper,20100002,Unknown,2,8,1,1,0,2,38087,1,19154.7998046875,553
com.amaxlwps.wolves.apk,com.amaxlwps.wolves,Wolves Live Wallpaper,1,Unknown,2,5,1,1,1,2,36007,0,13821.40234375,626
com.amazon.kindle.apk,com.amazon.kindle,Amazon Kindle,1144782894,Unknown,35,78,23,15,7,16,184698,1,38187.1650390625,4707
com.amazon.mShop.android.shopping.apk,com.amazon.mShop.android.shopping,Amazon Shopping,19051910,Unknown,42,121,12,19,7,19,119805,1,26900.98046875,3779
com.amazon.sellermobile.android.apk,com.amazon.sellermobile.android,Amazon Seller,147,Unknown,26,37,4,7,2,0,42153,1,8706.41796875,706
com.amble43.MemeBroker.apk,com.amble43.MemeBroker,MemeBroker,4,Unknown,1,2,0,0,0,2,20875,0,4795.337890625,780
com.amctv.thewalkingdead.deadyourself.apk,com.amctv.thewalkingdead.deadyourself,Dead Yourself,2016010445,Unknown,8,9,3,2,3,6,58697,1,28772.5615234375,797
com.amdroidalarmclock.amdroid.apk,com.amdroidalarmclock.amdroid,AMdroid,86,Unknown,22,19,35,12,1,5,43150,0,9831.6181640625,1458
com.amikulich.babysleep.apk,com.amikulich.babysleep,Baby Sleep Sounds,9,Unknown,2,3,2,1,0,2,16868,0,15620.5673828125,559
com.aminlogic.NavigationCompass.apk,com.aminlogic.NavigationCompass,GPS Navigation,7,Unknown,7,4,0,0,0,2,31670,0,2514.3173828125,464
com.amorFrases.apk,com.amorFrases,Words of Love,9,Unknown,3,2,0,0,0,2,1453,0,1037.736328125,35
com.ancestry.android.apps.ancestry.apk,com.ancestry.android.apps.ancestry,Ancestry,85,Unknown,9,17,2,2,0,3,70365,1,28978.3740234375,2273
com.anddoes.launcher.apk,com.anddoes.launcher,Apex Launcher,3101,Unknown,24,23,4,6,1,21,16854,0,4809.1474609375,1101
com.andrewtretiakov.followers_assistant.apk,com.andrewtretiakov.followers_assistant,Followers Assistant,78,Unknown,8,2,10,9,2,2,48258,1,5792.232421875,1053
com.androdiki.flygpsplus.apk,com.androdiki.flygpsplus,Fly GPS,3,Unknown,12,7,0,0,0,2,33814,0,6399.94140625,593
com.androidaplicativos.phonetrackerbynumber.apk,com.androidaplicativos.phonetrackerbynumber,Track a Phone by Number,5,Unknown,14,35,13,12,1,2,65211,0,5723.5595703125,922
com.androidrocker.callblocker.apk,com.androidrocker.callblocker,Call Blocker,42,Unknown,11,10,1,1,0,2,22858,0,1355.1025390625,172
com.andromo.dev281819.app407963.apk,com.andromo.dev281819.app407963,500+ Quotes for Every Mood,3,Unknown,4,20,0,0,1,2,16484,0,39566.5986328125,1963
com.andromo.dev430081.app392812.apk,com.andromo.dev430081.app392812,Ways To Make Money,46,Unknown,2,71,0,0,0,2,21912,0,8268.216796875,1204
com.andromo.dev540217.app558305.apk,com.andromo.dev540217.app558305,Nightcore MP3,6,Unknown,4,5,3,1,0,2,19710,0,3985.6728515625,884
com.andromo.dev565496.app554379.apk,com.andromo.dev565496.app554379,Cute Wallpapers,3,Unknown,4,5,0,0,1,2,18545,0,11357.3466796875,1011
com.andrwq.recorder.apk,com.andrwq.recorder,Smart Recorder,14,Unknown,8,8,2,1,1,2,16482,0,1066.7099609375,236
com.andymstone.metronome.apk,com.andymstone.metronome,Metronome Beats,56,Unknown,2,16,2,2,0,2,38535,0,3947.3720703125,964
com.anghami.apk,com.anghami,Anghami,471,Unknown,18,94,22,18,4,13,135866,1,17406.0126953125,2834
com.AngleApp.HappyValentineDayWish.apk,com.AngleApp.HappyValentineDayWish,Valentines Wishes 2017,5,Unknown,12,11,2,3,1,2,44273,0,4418.9140625,505
com.AngleApp.HappyValentinesWishes.apk,com.AngleApp.HappyValentinesWishes,Happy Valentines Day,2,Unknown,12,11,2,3,1,2,44273,0,4467.5068359375,505
com.AngleApp.ValentinesMessages.apk,com.AngleApp.ValentinesMessages,Valentines Card 2017,2,Unknown,12,11,2,3,1,2,44273,0,4520.9013671875,505
com.aniapps.shortstories.apk,com.aniapps.shortstories,Stories,4,Unknown,6,6,2,3,1,2,52022,0,5665.109375,706
com.antakiojuice.fremleckatapp.apk,com.antakiojuice.fremleckatapp,Lucky Patcher,1,Unknown,6,3,0,0,0,2,28987,0,2185.373046875,531
com.antivirus.apk,com.antivirus,AntiVirus,225327,Unknown,61,45,26,46,2,11,90019,1,18529.2822265625,3683
com.antutu.ABenchMark.apk,com.antutu.ABenchMark,AnTuTu Benchmark,5070500,Unknown,12,53,7,6,1,5,16619,1,35156.044921875,1047
com.anvilgard.moonknight.apk,com.anvilgard.moonknight,Knight Live Wallpaper,108,Unknown,3,2,1,0,0,2,5104,1,4555.224609375,156
com.anydo.apk,com.anydo,Any.do,6374,Unknown,29,61,37,39,6,14,103001,0,14006.2548828125,2596
com.aoemoji.keyboard.apk,com.aoemoji.keyboard,iMore Keyboard,13,Unknown,12,17,3,5,0,8,33183,1,22417.130859375,3447
com.aos.clean.security.android.boost.apk,com.aos.clean.security.android.boost,AOS Clean Pro,1006,Unknown,17,35,10,12,3,5,28164,0,3854.408203125,949
com.ap.leb.apk,com.ap.leb,Learn Electronics Basics,6,Unknown,5,3,0,0,1,2,31410,0,4261.3369140625,242
com.ap.lhc.apk,com.ap.lhc,Life hacks Cheatsheet,6,Unknown,5,3,0,0,1,2,31410,0,22454.1181640625,279
com.apalon.optimizer.apk,com.apalon.optimizer,Booster Kit,15,Unknown,24,43,22,19,2,26,85291,0,8021.328125,1273
