filename,package_name,app_name,version_code,version_name,num_permissions,num_activities,num_services,num_receivers,num_providers,num_intents,total_methods,has_native_code,file_size_kb,num_files
d2417708de2e2b7d82c7e0908083855c.apk,air.com.mmcphonety,我的世界计算器,1003071,Unknown,6,4,1,2,0,2,8924,1,11301.5224609375,42
d92f94c58c07e6c8ea65184b74e5c5c1.apk,pl.ncbvd.aoqixiongyingty,傲气雄鹰3D,302,Unknown,10,4,2,2,0,2,6969,1,4252.7216796875,54
dee3a84dff4b98f01eb9c3d6ce5672f9.apk,com.bysczh.converter,单位换算,532,Unknown,16,6,6,5,0,2,7728,1,559.6025390625,106
030423f26809f9112188c3f9e1cea201.apk,mmac.some.doc.xiugai,memory booster,181,Unknown,24,5,1,1,0,2,3046,1,755.6025390625,50
1634b1fb3b353019e9d3b7b3d21507ab.apk,com.futurnal.beautywall,Best Wallpapers,1,Unknown,44,2,9,13,0,3,5286,0,419.44921875,45
7739442c33e2da158a2d2db876e92e94.apk,com.lqd.blmt,Crazy Motor,15,Unknown,42,7,3,2,0,8,4762,1,4789.376953125,293
87206282b998b89ac113947fcf660534.apk,com.clubyy.zba,PornClub,1,Unknown,26,1,3,4,0,2,12747,1,756.0224609375,21
9324376e27f9e1ddd05d181d656c6b76.apk,com.locker.maboo.tow,memory booster,180,Unknown,24,5,1,1,0,2,1667,1,654.529296875,49
a3b05085eacffa08528ba2b93c40faa6.apk,com.leo.car.taichett,แข่งรถสุดโหด,13,Unknown,47,14,4,1,0,2,11220,1,6074.634765625,877
a4fcaf1992da47e554810837da2c9ca2.apk,com.locker.maboo.tow,memory booster,180,Unknown,26,7,3,5,0,3,3295,1,910.2841796875,81
bdb6fea9d867202eac91a87581f4a340.apk,com.locker.maboo.tow,memory booster,180,Unknown,24,5,2,2,0,2,1792,1,661.376953125,49
ea02d2b195f8940cfa418e0eab2a621a.apk,com.haitui.slotsparadise,Slots Paradise,1160,Unknown,44,16,12,17,0,10,12641,1,4298.3193359375,126
eae4505cac4e15a5108c2d1ca028dbdc.apk,com.locker.maboo.tow,memory booster,180,Unknown,24,5,1,1,0,2,1667,1,654.53125,49
eda506a6c01c3c7e149ebaebcf929c40.apk,com.power.core.setting,Wifi Master,1,Unknown,42,8,1,2,0,4,68,1,1334.2294921875,178
0c67d0919e574a6876c73118260368ee.apk,com.cg.wifienhancer,WiFi Enhancer,1,Unknown,25,10,5,8,0,2,40300,1,4204.8857421875,286
162cb09e2eebd595eae2617cd3af1d0d.apk,com.light.browser,Light Browser,116,Unknown,52,11,8,12,4,16,18136,1,5546.0205078125,331
1be29a6622543f6f5063eda1d83a4e49.apk,com.change.unlock.zhiwenjiesuo,Fingerprint unlock,1,Unknown,43,8,6,6,0,5,6515,1,7746.806640625,94
6a66635b6b7116e70e996e0ee697ad66.apk,cc.taosha.toolbox.shareit,      ShareIt  ,8,Unknown,23,33,11,10,1,7,18998,0,2912.822265625,215
6fc29ab75d87a5b1e0dd792c5c68d738.apk,com.jrhw.pinkygirls,PinkyGirls,1,Unknown,34,6,8,5,0,4,6613,1,8118.2578125,116
7cd86d83d916dbd9b04d0e7e4f9ff6e8.apk,com.funme.assistivetouch,Assistive Touch,1,Unknown,49,11,17,15,1,4,19271,1,4157.7138671875,221
8fc7d2c4b22f2cb7bc9dc63592ca5339.apk,com.space.shangrao01.funhgames,2048kg,3,Unknown,23,4,8,8,0,2,11594,1,2362.640625,147
9bee2fe3ba323eea189ffa63f927c9bf.apk,com.leo.appmaster, Privacy Guard ,45,Unknown,36,73,4,6,1,7,23293,1,3917.060546875,1041
abaf6cb1972d55702b559725983e134a.apk,com.cg.sexposition,Sex Cademy,1,Unknown,22,10,8,10,0,2,42741,1,6845.8916015625,201
b36a751d72e2bdea80e7ff72b6fb3a41.apk,com.kayaya.tao.tomcat,Talking Tom 3,1,Unknown,35,5,5,4,0,3,42094,1,8797.2197265625,287
13dd34ee4cbaf6a54f6183ef80486e71.apk,com.beauty.jw,教你跳街舞,12,Unknown,10,28,1,0,0,24,9846,1,6142.0078125,181
353e4049a9382e87ed46a622a1575175.apk,pacyefr.peasced.pefaych.peualie,B看tzaei片dWvpz神gW器,318,Unknown,152,258,29,19,9,474,72,1,2407.2587890625,188
38f9473fe16a1d7aff5183fb9aeae232.apk,ogr.rekindle.relax.relegate,情a迷视频RRWJyTAZqws,1182,Unknown,152,251,32,21,9,474,72,1,2353.40234375,159
4dfb36ce42608ba7692540febfc97b48.apk,com.motor.mouse.multiple,P成Ny人ROAtX影lDvQP音,360,Unknown,152,250,31,20,9,474,72,1,2263.92578125,157
7865234464c08031f39e1b59bd3e6668.apk,org.zest.zoologist.zygote,看片神器WPIXsZWEMMw,1345,Unknown,39,23,22,14,0,2,72,1,2228.7802734375,150
e4462db3ec4950cbe50391b4467ba301.apk,com.dobi.holocaust435,黑白风主题解锁,45,Unknown,18,9,5,0,0,2,12012,1,3272.005859375,257
ebc4aa7e93e1d82dba2accced7c68e40.apk,com.dobi.dgalley302,3D锦鲤动态壁纸,32,Unknown,18,9,5,0,0,2,12010,1,3113.451171875,258
08d05f01671f788e9c17a9ffca0547b0.apk,fi.app4.fap,App4Porn,1060000,Unknown,6,4,4,5,0,0,42600,1,4300.865234375,619
0c8bb7f6e5f967ee4a5c694c9eba54c7.apk,me.pou.app,Pou,218,Unknown,11,18,5,3,1,2,42851,0,23169.4072265625,2065
1d52a12dad15d8a6ea59467ec8ec4732.apk,com.aptoide.update,Aptoide Update,1,Unknown,9,11,2,2,0,2,34245,0,5207.32421875,531
2ed1303f058b1bf4a3911d177b6b461e.apk,com.gipnetix.doorsrevenge,100 Doors of Revenge,19,Unknown,6,4,1,1,0,2,26490,0,19908.6181640625,740
37fe4d98b975e95c83ad228deed9daa0.apk,com.filemanager.org,File Manager,4,Unknown,21,17,3,2,0,2,39026,0,5716.8544921875,659
3d4b4968621c5f42d835447643f37105.apk,samtrac.smartphototricks,Smart Photo Tricks,1,Unknown,3,4,0,0,0,2,29545,0,3326.9677734375,520
b3a694ab3b58de4a944a3d4a03f67c6d.apk,com.mukubleapp.electric,Electric Screen,1,Unknown,9,2,0,0,0,2,29412,0,3426.3310546875,459
c124947a5df6b8fd6eee98dc1d63badd.apk,com.tamim.xmodclash,Xmodclash Shield,4,Unknown,2,2,0,0,0,2,29399,0,2199.0029296875,457
c290b9ecf18c8635165f6dcc10ec14af.apk,com.bluebirdmedia.howtomakeamanfallinlove,How to Make a Man Fall in Love,1,Unknown,2,9,0,0,0,2,29480,0,2658.169921875,493
13adcd5f066cde100a666c1cd07dae76.apk,com.play.studio.gnsandpstls,Draw Weapons,2,Unknown,9,10,2,2,0,2,24931,1,8945.962890625,452
17c6e5865fbfbd84c05f6bcf9078f811.apk,domino.ndroidz.com,Dominoes Deluxe Free,11,Unknown,10,6,1,1,0,2,20031,1,2142.82421875,117
31ab90bce315cd8d47e9551d371fa289.apk,com.wolf.jackpot.slots,Wolf?Slots,13,Unknown,8,11,3,6,1,2,38252,1,9168.3876953125,387
3289b7c5167d764081e6b8e379bd46c6.apk,com.wild.blackjack.action,Wild BlackJack,3,Unknown,11,8,2,2,0,2,39348,1,4372.4296875,312
58a2d00d9c8efa24f9690ee45f793831.apk,com.mrken.ninjaturtlesflapy,NinJa turtles Flapy,11,Unknown,8,11,2,6,1,2,27872,1,4358.369140625,105
5e548fabeca93cb2045d7c88a61ad865.apk,russh.toddler.carsabcnumbers,Toddler Cars ABC & Numbers,10,Unknown,9,6,1,1,0,2,20629,1,3025.494140625,176
68c9b7be13a2baef87370d291a5190ac.apk,iplay.indianmario,Indian Mario Run,5,Unknown,10,6,1,1,0,2,31629,1,9053.8994140625,74
707f1bef510096b8057d9530e9f78315.apk,com.choiceofgames.vampire,Choice of the Vampire,30,Unknown,9,12,3,5,0,2,44893,1,4461.6025390625,95
8c667700571663de6c983d6eedeb61e8.apk,com.manicapps.sevendiamonds,Seven Diamonds,1,Unknown,9,12,3,6,1,2,40768,1,7583.224609375,322
3d2f3690fcb3d3836161f12f6f14c633.apk,com.linhongjie.com,Lin资源盒子,100001,Unknown,12,8,1,1,0,2,12925,1,4801.95703125,511
42d735fac7ad7576922f0027c591622f.apk,com.iflytek.ringdiyclient.phonerings,手机铃声,5163,Unknown,45,100,19,17,2,38,70902,1,10401.056640625,1970
695b26b438f47d40a30182db79cb94c8.apk,com.cnvcs.xiangqi,中国象棋,70170,Unknown,8,2,0,0,0,3,9345,1,10902.193359375,26
c54504802ed5dc3a063c9e38a89aaebe.apk,com.snkplaymore.android007,The King Of Fighters '98,12,Unknown,17,11,5,1,0,7,24469,1,14859.1513671875,507
db312ad7457600b90078c5d9d3cccb10.apk,com.qqdream,QQDream,100001,Unknown,8,8,1,1,0,2,2343,1,4520.7529296875,614
e725c82055032ef20a8bb44a2cab8dc6.apk,com.d8hdp.mingge,第八号当铺,1,Unknown,15,5,3,2,0,4,18554,1,7975.98046875,309
