label,app_name,total_methods,version_code,file_size_kb,num_files,package_name,version_name,num_receivers,num_intents,num_services,num_permissions,num_activities,has_native_code,num_providers
1,790,44095,74.0,6492.4873046875,1025,1092,0,8,3,10,15,37,0,5
1,792,6295,1013.0,808.8349609375,347,1093,0,0,2,0,5,1,0,0
1,793,24970,14.0,2662.666015625,454,1094,0,1,2,2,9,11,0,0
1,1298,12648,2.0,2792.3701171875,387,1095,0,0,4,0,1,3,0,0
1,1416,27708,1.0,10849.5283203125,467,1096,0,0,2,0,4,9,1,0
1,797,26472,2.0,10996.8837890625,244,1097,0,0,2,0,9,7,1,0
1,798,35678,51.0,4979.669921875,909,1098,0,2,2,1,9,18,0,0
1,489,36602,2.0,8663.541015625,519,1099,0,5,2,2,21,20,1,0
1,794,13649,7.0,2690.220703125,360,1100,0,0,2,0,2,8,0,0
1,802,53886,95.0,7064.568359375,1846,1101,0,6,6,4,16,54,0,0
1,1664,10226,1.0,3996.46484375,432,1102,0,0,2,0,2,12,0,0
1,1750,5224,1.0,19614.341796875,118,1103,0,0,2,0,3,3,0,0
1,1543,58549,30023.0,49428.041015625,3334,1104,0,7,125,2,22,66,1,0
1,609,41414,170.0,10004.7626953125,2077,1105,0,4,24,5,17,42,1,4
1,512,5057,4.0,1062.357421875,96,1106,0,1,2,0,0,1,0,1
1,636,31185,42.0,3236.349609375,197,1107,0,2,6,1,4,9,0,1
1,1687,14514,32.0,2867.609375,162,1108,0,2,4,1,4,4,0,0
1,619,6756,1.0,3714.587890625,371,1109,0,1,9,0,0,7,0,0
1,725,14514,32.0,2384.1318359375,166,1110,0,2,4,1,4,4,0,0
1,916,59104,10.0,6599.0927734375,762,1111,0,5,6,3,14,7,0,0
1,637,31184,42.0,3432.3720703125,193,1112,0,2,6,1,4,9,0,1
1,1362,31184,42.0,3335.40625,193,1113,0,2,6,1,4,9,0,1
1,1363,14514,11.0,2292.59375,166,1114,0,2,4,1,4,4,0,0
1,1370,14514,11.0,1939.001953125,166,1115,0,2,4,1,4,4,0,0
1,1574,14514,11.0,2384.1357421875,166,1116,0,2,4,1,4,4,0,0
1,615,2187,1.0,2168.2265625,938,1119,0,3,2,0,0,3,0,0
1,616,50362,244.0,8797.361328125,2085,1118,0,30,42,28,36,212,1,14
1,441,448,3.0,1963.6875,222,1120,0,0,2,0,0,3,0,0
1,601,448,2.0,2012.083984375,222,1121,0,0,2,0,0,3,0,0
1,915,448,2.0,2258.0546875,222,1122,0,0,2,0,0,3,0,0
1,1292,448,2.0,2764.171875,222,1123,0,0,2,0,0,3,0,0
1,1574,448,6.0,952.650390625,227,1124,0,0,2,0,0,3,0,0
1,576,589,1.0,3304.75,229,1125,0,1,5,0,0,5,0,0
1,774,589,1.0,3888.109375,231,1126,0,1,5,0,0,5,0,0
1,838,589,1.0,3603.96875,231,1127,0,1,5,0,0,5,0,0
1,1177,589,1.0,2132.087890625,229,1128,0,1,5,0,0,5,0,0
1,1307,589,1.0,2674.2392578125,231,1129,0,1,5,0,0,5,0,0
1,617,589,1.0,1938.9267578125,231,1130,0,1,5,0,0,5,0,0
1,1552,589,1.0,2170.4794921875,231,1131,0,1,5,0,0,5,0,0
1,897,589,1.0,1596.908203125,229,1132,0,1,5,0,0,5,0,0
1,610,40391,205.0,15606.419921875,2081,1133,0,4,24,5,17,43,1,4
1,1686,13422,5.0,1831.1787109375,238,1135,0,3,2,2,26,8,1,1
1,571,34671,15.0,3833.5322265625,533,1138,0,2,2,2,8,7,0,0
1,1662,50875,2.0,10010.23046875,2355,1139,0,1,2,1,5,53,0,0
1,1167,28999,4.0,4249.6201171875,177,1140,0,1,2,1,8,5,0,0
1,683,13391,11020202.0,1121.123046875,194,1141,0,0,2,0,10,5,0,0
1,1260,18956,1.0,3796.1826171875,158,1142,0,0,2,1,1,4,0,1
1,803,2138,1.0,478.3076171875,102,1144,0,0,2,0,2,10,0,0
1,612,41746,399.0,7042.6376953125,838,1151,0,15,41,17,39,72,0,13
1,613,4344,200.0,3305.1796875,197,1152,0,2,6,2,24,12,0,5
1,614,7850,200.0,1975.89453125,186,1153,0,2,5,3,21,12,0,4
1,1642,5174,331008.0,1238.7392578125,255,1154,0,0,4,1,9,26,0,1
1,439,8736,22.0,894.1474609375,85,1156,0,7,8,1,3,8,0,0
1,1810,40050,2.0,4914.3115234375,392,1161,0,1,2,3,33,15,1,0
1,810,47821,3.0,4063.943359375,1005,1162,0,7,3,3,8,27,0,0
1,588,54291,2015020316.0,13971.7744140625,2763,1163,0,11,17,13,24,29,0,4
1,333,53733,56.0,22740.7861328125,1702,1164,0,6,4,4,19,30,1,0
1,1313,16795,81.0,1946.7607421875,282,1165,0,1,2,1,2,4,0,0
1,361,5557,1.0,2346.2783203125,183,1166,0,1,2,1,5,14,0,0
1,1263,30327,1.0,7159.283203125,472,258,0,0,2,0,9,6,1,0
1,738,12451,4.0,963.3037109375,257,1167,0,0,2,0,8,1,0,0
1,1024,4368,13.0,553.7607421875,73,1168,0,5,3,1,0,2,0,0
1,976,9037,3.0,579.654296875,20,1169,0,3,2,1,9,1,0,0
1,812,47821,3.0,4054.943359375,1002,1171,0,7,3,3,8,27,0,0
1,428,17741,5.0,51156.2236328125,1882,1172,0,3,2,3,11,2,1,0
1,87,28781,24.0,5137.474609375,444,1173,0,0,2,2,5,5,0,0
1,1300,38911,2093.0,8924.6181640625,2137,1176,0,11,8,5,14,34,1,0
1,1743,16835,2023.0,3617.7138671875,899,1177,0,9,5,8,14,7,0,2
1,1039,3330,25.0,1083.2431640625,258,1178,0,2,31,1,7,18,0,0
1,1303,41,32.0,1357.876953125,1048,1179,0,0,0,0,0,0,0,0
1,1304,41,30.0,1389.5595703125,1048,1180,0,0,0,0,0,0,0,0
1,1301,28,32.0,1173.072265625,860,1181,0,0,0,0,0,0,0,0
1,1302,28,30.0,1203.7900390625,860,1182,0,0,0,0,0,0,0,0
1,651,6779,2.0,232.646484375,8,1183,0,1,2,1,5,2,0,0
1,1311,13480,223.0,2481.142578125,986,1184,0,1,16,1,8,11,0,0
1,1055,26162,14.0,2946.2998046875,145,1186,0,1,2,1,7,3,0,0
1,765,51545,45.0,12817.2744140625,597,1189,0,6,3,3,8,20,1,0
1,1154,4510,27.0,1912.8955078125,87,1190,0,3,2,0,3,12,0,0
1,492,65132,43.0,7734.0576171875,1466,1191,0,7,14,6,19,99,0,0
1,1071,65261,71.0,10238.01171875,1920,1192,0,4,12,5,13,13,0,0
1,446,2633,1.0,3149.9072265625,63,1193,0,0,2,0,1,1,0,0
1,1035,35310,1.0,2471.1708984375,557,1194,0,0,2,1,6,3,0,0
1,815,11695,1.0,2374.966796875,68,1196,0,1,2,1,5,3,0,0
1,817,22977,52.0,3158.2900390625,956,1200,0,3,5,2,6,21,0,1
1,455,39376,235.0,23132.4326171875,1404,1201,0,2,14,2,16,32,0,0
1,714,92126,1400001371.0,25306.626953125,2914,1284,0,7,8,8,21,50,1,2
1,878,18199,42.0,2248.46484375,378,1285,0,0,4,0,11,16,0,0
1,1318,23358,25.0,4689.859375,553,1286,0,2,5,1,9,17,0,0
1,1143,32822,1.0,4990.1298828125,498,1287,0,0,2,0,1,3,0,0
1,522,16093,1407411130.0,37370.0283203125,182,1288,0,1,2,2,7,2,1,0
1,961,20575,3.0,27567.4189453125,492,1289,0,0,3,0,3,6,0,1
1,1231,46152,44.0,5525.8701171875,744,1290,0,1,3,1,8,16,0,1
1,962,51550,656.0,30398.2392578125,815,1291,0,1,4,4,14,17,1,0
1,957,53245,161.0,12119.2197265625,2103,1292,0,11,5,13,12,58,0,0
1,1567,24776,13.0,1664.6015625,146,1293,0,0,4,0,5,3,0,0
1,963,39105,17.0,4744.8193359375,1205,1294,0,8,14,8,8,72,0,3
1,965,29135,182.0,5416.9609375,1880,1295,0,5,17,5,16,36,0,1
1,598,63426,8.0,5927.576171875,1031,1296,0,2,2,1,11,19,0,0
1,958,19518,6.0,13434.21484375,239,1297,0,2,5,3,13,6,1,0
1,966,20752,33.0,2854.806640625,464,1298,0,1,2,1,15,11,0,0
1,34,36161,3.0,2551.232421875,407,1299,0,0,2,0,8,13,0,0
1,250,9929,2.0,1049.8564453125,177,1300,0,1,2,1,5,3,0,0
1,1252,11492,101.0,1681.935546875,260,1301,0,0,10,0,10,10,0,0
1,1404,62510,10650.0,15766.5537109375,2686,1302,0,5,9,3,11,103,1,0
1,970,39226,2000346.0,12684.7646484375,1902,1303,0,2,2,2,10,26,0,0
1,597,22319,8.0,1918.40234375,172,1304,0,2,2,2,7,3,0,0
1,1646,151,13.0,80.5615234375,10,1305,0,0,2,0,2,1,1,0
1,972,9717,10.0,2724.189453125,520,1306,0,0,2,0,5,9,0,0
1,973,28096,52.0,27511.6953125,806,1307,0,0,3,1,5,7,1,1
1,998,36506,4.0,2770.228515625,529,1308,0,0,2,0,6,2,0,0
1,55,33330,629.0,7468.4755859375,2179,1309,0,3,14,2,17,25,1,1
1,209,8380,3.0,492.3203125,45,1311,0,0,2,0,0,4,0,0
1,578,72713,38.0,4993.3095703125,559,1312,0,0,2,1,8,10,0,0
1,1131,3448,1.0,173.875,10,1313,0,0,2,0,0,1,0,0
1,1412,37474,24.0,20971.525390625,1177,1314,0,2,6,3,7,23,1,1
1,536,16410,37.0,18822.966796875,2539,1315,0,0,7,0,6,21,1,0
1,979,21713,494.0,13927.1162109375,449,1316,0,4,18,4,24,15,1,1
1,981,52881,61.0,5348.6064453125,1198,1317,0,9,2,5,26,80,1,0
1,494,31057,22.0,2657.14453125,249,1318,0,1,8,4,8,19,1,0
1,1015,40375,781.0,8052.28125,1218,1319,0,2,5,3,17,31,0,0
1,1100,38332,791.0,10483.3291015625,1098,1320,0,2,5,3,18,24,0,0
1,1628,43142,1531.0,8272.697265625,1296,1321,0,4,12,5,13,24,0,0
1,241,7898,20140710.0,1613.1025390625,708,1322,0,1,18,0,10,10,1,0
1,1107,11194,11389.0,6824.9658203125,912,1323,0,2,2,6,29,18,0,0
1,921,52626,84223460.0,19490.59765625,1624,1324,0,1,3,4,25,36,1,1
1,1123,15341,15704500.0,27753.142578125,1617,1325,0,2,6,4,10,29,1,1
1,1136,10990,1532311039.0,25771.7783203125,1927,1326,0,6,8,6,15,34,1,2
1,1147,56176,16.0,9563.26953125,1842,1327,0,6,10,7,13,39,0,1
1,982,11926,13.0,4541.638671875,772,1328,0,0,5,1,5,11,1,0
1,1135,39078,1420029501.0,12941.3505859375,908,1329,0,11,20,14,17,78,0,8
1,1674,22724,1800.0,18824.2119140625,1517,1330,0,0,2,0,5,1,1,0
1,1675,53620,150121000.0,24641.0517578125,1505,1331,0,3,3,0,9,1,1,0
1,622,42824,400040.0,10720.345703125,1828,1332,0,0,14,4,9,41,0,0
1,1309,12792,3.0,33618.791015625,1319,1333,0,0,2,0,2,5,1,0
1,272,22377,101921.0,36773.001953125,1931,1334,0,3,3,4,9,2,1,1
1,459,22375,101111.0,42384.0244140625,1916,1335,0,3,3,4,9,2,1,1
1,920,36384,2.0,2437.771484375,391,1336,0,0,2,0,4,4,0,0
1,634,26459,1.0,2441.9228515625,164,1338,0,0,2,0,4,5,0,0
1,732,141,2.0,21.6435546875,9,1339,0,0,2,0,0,1,0,0
1,134,13431,1.0,18744.91015625,276,265,0,5,2,1,2,6,1,1
1,511,4364,2.0,4222.7919921875,1281,1340,0,1,10,8,12,14,0,0
1,984,20880,1.0,11780.2333984375,217,266,0,0,3,0,4,6,0,0
1,985,21083,6.0,11465.791015625,425,1341,0,0,2,1,4,4,1,0
1,401,59192,50.0,19212.4033203125,3854,1342,0,4,7,4,10,46,0,0
1,453,20699,4.0,34428.7373046875,141,1345,0,2,2,6,13,8,0,0
1,989,23495,6.0,27985.640625,1717,1348,0,0,2,0,3,19,0,0
1,1338,18724,1.0,6918.373046875,261,267,0,0,2,0,7,3,1,0
1,25,41525,48.0,36057.5302734375,2205,1349,0,3,3,2,14,18,1,0
1,991,58604,350.0,8340.8828125,1271,1350,0,5,6,3,15,48,1,2
1,1666,26121,1.0,3436.052734375,190,1351,0,0,2,0,3,6,0,0
1,996,33017,400010.0,7766.5693359375,1557,1353,0,4,14,7,10,74,0,2
1,971,51524,132.0,15977.5498046875,3346,1354,0,5,9,9,21,20,1,1
1,632,10193,9999.0,16245.607421875,742,1355,0,0,2,0,3,20,1,1
1,390,27645,12101.0,4071.029296875,643,1356,0,2,2,2,9,9,1,0
1,999,12651,25.0,7733.4384765625,21346,1358,0,0,2,0,0,10,0,0
1,196,49574,15.0,5300.5849609375,295,1359,0,0,21,0,13,44,0,0
1,1537,854,270.0,183.0263671875,40,1360,0,0,2,0,3,13,0,0
1,1001,52103,96.0,6575.6005859375,1089,1361,0,3,4,2,10,11,0,1
1,1041,12117,912275.0,1710.1064453125,453,1362,0,2,23,3,9,19,0,0
1,737,32313,2.0,4555.447265625,176,1363,0,0,2,0,2,8,0,0
1,59,5235,1.0,33635.7138671875,254,1364,0,5,2,1,2,4,1,1
1,1003,5235,1.0,16686.806640625,234,261,0,5,2,1,2,4,1,1
1,623,15383,4323010.0,1503.453125,420,1367,0,0,2,0,9,13,0,0
1,721,17622,1.0,11930.3291015625,1557,1368,0,1,5,1,14,74,1,0
